Comunidad autónoma de residencia;Tipo de destino;Concepto turístico;Tipo de dato;Periodo;Total
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2021;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2020;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2019;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2018;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2017;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2016;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2015;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2021;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2020;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2019;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2018;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2017;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2016;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2015;""
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2021;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2020;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2019;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2018;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2017;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2016;..
19 Melilla;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2015;""
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2021;136.695
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2020;78.893
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2019;144.199
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2018;169.225
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2017;159.182
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2016;163.516
19 Melilla;A otra Comunidad Autónoma;Viajes;Valor absoluto;2015;151.432
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2021;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2020;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2019;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2018;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2017;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2016;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2015;100,0
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2021;73,27
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2020;-45,29
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2019;-14,79
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2018;6,31
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2017;-2,65
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2016;7,98
19 Melilla;A otra Comunidad Autónoma;Viajes;Variación anual;2015;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2021;7,21
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2020;7,32
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2019;6,65
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2018;6,01
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;6,93
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;7,26
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;6,03
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;-1,59
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;10,15
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;10,59
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;-13,27
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;-4,50
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;20,40
19 Melilla;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;985.348
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;577.883
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;958.886
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;1.017.559
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;1.103.571
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;1.187.071
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;913.070
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;100,0
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2021;70,51
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2020;-39,73
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2019;-5,77
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2018;-7,79
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2017;-7,03
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2016;30,01
19 Melilla;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2015;""
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2021;59.983,48
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2020;31.218,36
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2019;58.839,49
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2018;65.507,50
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2017;65.898,23
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2016;67.932,07
19 Melilla;A otra Comunidad Autónoma;Gasto total;Valor absoluto;2015;53.929,81
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2021;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2020;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2019;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2018;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2017;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2016;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Distribución porcentual;2015;100,00
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2021;92,14
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2020;-46,94
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2019;-10,18
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2018;-0,59
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2017;-2,99
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2016;25,96
19 Melilla;A otra Comunidad Autónoma;Gasto total;Variación anual;2015;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2021;438,81
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2020;395,71
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2019;408,04
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2018;387,10
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2017;413,98
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2016;415,45
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2015;356,13
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2021;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2020;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2019;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2018;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2017;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2016;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2015;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2021;10,89
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2020;-3,02
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2019;5,41
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2018;-6,49
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2017;-0,35
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2016;16,66
19 Melilla;A otra Comunidad Autónoma;Gasto medio por persona;Variación anual;2015;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2021;60,88
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2020;54,02
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2019;61,36
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2018;64,38
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2017;59,71
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2016;57,23
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2015;59,06
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2021;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2020;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2019;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2018;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2017;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2016;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2015;""
19 Melilla;A otra Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2021;12,69
